SkillId,Skill_US,Phases
10716,antiviral agent,Support Activities
10717,brand enhancement,Support Activities
10718,nurse education/training,Software
10719,discordance,Software
10721,gene therapy,Materials
10723,legal correspondence preparation,Support Activities
10725,transgenic crops,Materials
10726,asset protection,Support Activities
10727,financial support,Support Activities
10728,revenue accounting,Support Activities
10730,gaucher disease knowledge,General Skills
10732,industrial gas industry knowledge,Production and Assembling
10734,sclerosis diagnosis / treatment,Software
10735,fuel filter replacement,Tooling and Machining
10739,global hr leadership,Support Activities
10742,toxicology,Materials
10743,energy efficiency technologies,Support Activities
10744,mechanical test equipment,Tooling and Machining
10745,motor neuron disease knowledge,Materials
10746,coronary artery disease knowledge,Materials
10747,diversity planning,Support Activities
10748,worldcat,Support Activities
10754,account compliance reviews,Support Activities
10755,body panel replacement,Tooling and Machining
10757,energy efficiency consultation,Support Activities
10758,presenting solutions,Support Activities
10759,emissions inspection,Supply Chain and Logistics
10761,financial solution recommendation,Support Activities
10765,key commands,Support Activities
10767,shrinkage management,Supply Chain and Logistics
10768,aseptic technique,Materials
10770,quantum dots,Software
10771,computer learning tools,Software
10772,vmware esxi,Software
10773,promotional support,Support Activities
10774,agresso,Software
10775,cell production,Software
10777,intelligent network,Software
10779,scanner troubleshooting,Tooling and Machining
10780,venturi meters,Tooling and Machining
10782,analysis of specs,Software
10783,inventory planning,Supply Chain and Logistics
10786,final drawings,Design
10788,scale drawings,Design
10789,therapeutic techniques,Support Activities
10791,human development,Ideation and Development
10792,fluency assessment,General Skills
10793,problem solving,General Skills
10794,drda,Software
10795,malaria diagnosis / treatment,Supply Chain and Logistics
10797,advanced manufacturing,Production and Assembling
10799,nutrition counseling,Support Activities
10800,business-to-business,Support Activities
10801,injury control,Support Activities
10802,short stories,Support Activities
10804,trading systems,Support Activities
10805,anaphylaxis,Software
10806,customer relationship management (crm),Support Activities
10807,spot welding,Production and Assembling
10808,good clinical practices (gcp),Support Activities
10809,medical encoder,Software
10810,inmagic,Software
10814,seismographs,Software
10815,retirement planning,Support Activities
10819,environmental trend analysis,Support Activities
10820,well control,General Skills
10821,sawing machines,Tooling and Machining
10822,primary care trust,Support Activities
10824,claudication,Software
10826,condensers,Tooling and Machining
10827,scanners,Support Activities
10828,nitric oxide,Materials
10835,hyaluronic acid,Materials
10836,hardware industry knowledge,Software
10837,solar photovoltaic design,Design
10838,animal control,Support Activities
10839,construction area management,Supply Chain and Logistics
10840,business industry knowledge,Support Activities
10842,inmarsat,Software
10843,case presentation,Support Activities
10844,cell growth,Materials
10845,postage meter,Supply Chain and Logistics
10847,course development,Ideation and Development
10849,fmri,Materials
10850,technical industry knowledge,Support Activities
10851,kaizen,Production and Assembling
10853,brand planning,Support Activities
10855,employee recognition,Support Activities
10856,program protection plans,Support Activities
10857,transportation finance,Support Activities
10858,phone systems,Support Activities
10859,applied behavior analysis,Support Activities
10860,calculation,Support Activities
10865,slope monitoring,Support Activities
10866,financial literacy,Support Activities
10869,workpiece loading,Software
10871,marketing investment allocation,Support Activities
10872,proteome analysis,Support Activities
10873,lending experience,Support Activities
10874,medicinal chemistry,Materials
10875,road construction,Tooling and Machining
10879,mas 200,Support Activities
10881,salivary gland cancer knowledge,Materials
10882,med-peds,Software
10883,bourne shell,Software
10885,vendor exception resolution,Supply Chain and Logistics
10888,novell network,Software
10889,medication delivery,Supply Chain and Logistics
10890,wage garnishments,Support Activities
10893,ergonomics,Support Activities
10895,prose,Support Activities
10898,online research,General Skills
10902,ear nose and throat,Support Activities
10903,retail management,Support Activities
10905,x-ray (radiograph) interpretation,Support Activities
10906,sap hr,Software
10907,technical writing / editing,Support Activities
10908,ventilation,Tooling and Machining
10909,shipment coordination,Supply Chain and Logistics
10910,luxury retail industry knowledge,Supply Chain and Logistics
10912,laundry,General Skills
10913,property risk evaluation,Support Activities
10916,brand marketing,Support Activities
10921,control system design,Software
10922,audio recording,Software
10923,cross examination,Support Activities
10926,biofuels technology,Materials
10927,hydropower plant equipment,Tooling and Machining
10928,diagnostics industry knowledge,Software
10929,electrical blueprints,Tooling and Machining
10931,myelogram,Software
10934,comedy,Support Activities
10936,inhalation anasthetics,Materials
10938,wood production industry knowledge,Production and Assembling
10940,cost allocation,Support Activities
10941,microsoft basic,Software
10942,baseball,General Skills
10946,branding,Support Activities
10947,credit card batching,Support Activities
10949,video editing,Software
10954,bloodborne pathogens,Support Activities
10955,hydrogeology,Software
10956,observational medical outcomes partnership (omop),Support Activities
10957,international business,Support Activities
10963,copics,Software
10964,recombinant protein production,Materials
10965,health data management,Support Activities
10966,therapeutic monoclonal antibodies,Materials
10967,vbscript,Software
10968,hp3000,Software
10971,warehouse inventory maintenance,Supply Chain and Logistics
10972,knowledge discovery,Support Activities
10974,irritable bowel syndrome,Software
10975,soil sampling,Support Activities
10977,patient greeting,Support Activities
10978,collateral design,Support Activities
10981,fixed sales,Support Activities
10983,childbirth,Software
10985,government regulations,Support Activities
10987,specimen analysis,Support Activities
10989,water meters,Tooling and Machining
10990,connection approval process,Support Activities
10991,intraoral,Software
10992,disinfectants,Materials
10993,recombinant dna techniques,Materials
10994,conservation science,Materials
10997,current probes,Tooling and Machining
10998,creative development,Support Activities
10999,relational databases,Software
11000,automotive repair industry knowledge,Tooling and Machining
11001,wealth management,Support Activities
11002,urinary tract infection,Software
11003,darkroom,Production and Assembling
11005,allen-bradley equipment,Tooling and Machining
11008,keratin,Materials
11010,spinal muscular atrophy,Materials
11011,banking industry knowledge,Support Activities
11013,audio board,Software
